"name_1006","GO_IDs","Proteins","NumProteins_F4","ONTOLOGY"
"glycosphingolipid binding","GO:0043208","LAMB1",1,"MF"
"granulocyte chemotaxis","GO:0071621","ANXA1",1,"BP"
"growth cone","GO:0030426","THY1",1,"CC"
"growth factor binding","GO:0019838","A2MG",1,"MF"
"hair follicle development","GO:0001942","CO6A1",1,"BP"
"hemidesmosome assembly","GO:0031581","LAMC1",1,"BP"
"hemoglobin alpha binding","GO:0031721","HBB",1,"MF"
"hemoglobin metabolic process","GO:0020027","CATA",1,"BP"
"heparan sulfate proteoglycan binding","GO:0043395","CAP7",1,"MF"
"heterotrimeric G-protein complex","GO:0005834","GBB4",1,"CC"
"heterotypic cell-cell adhesion","GO:0034113","THY1",1,"BP"
"hexameric IgM immunoglobulin complex","GO:0071757","IGHM",1,"CC"
"high-density lipoprotein particle","GO:0034364","APOF",1,"CC"
"high-density lipoprotein particle binding","GO:0008035","CD36",1,"MF"
"histone binding","GO:0042393","H2AX",1,"MF"
"homeostasis of number of cells","GO:0048872","CO6A1",1,"BP"
"hyaluronic acid binding","GO:0005540","CSPG2",1,"MF"
"hydrocarbon catabolic process","GO:0120253","HYEP",1,"BP"
"hypochlorous acid biosynthetic process","GO:0002149","PERM",1,"BP"
"immunoglobulin binding","GO:0019865","VWF",1,"MF"
"immunoglobulin complex, circulating","GO:0042571","IGHA1",1,"CC"
"induction of positive chemotaxis","GO:0050930","CAP7",1,"BP"
"innate immune response in mucosa","GO:0002227","TRFL",1,"BP"
"inner kinetochore","GO:0000939","H33",1,"CC"
"insulin receptor signaling pathway","GO:0008286","CO6A1",1,"BP"
"insulin-like growth factor receptor signaling pathway","GO:0048009","CO6A1",1,"BP"
"integrin activation","GO:0033622","FINC",1,"BP"
"interleukin-1 binding","GO:0019966","A2MG",1,"MF"
"interleukin-8 binding","GO:0019959","A2MG",1,"MF"
"intermediate filament cytoskeleton","GO:0045111","VIME",1,"CC"
"intermediate filament-based process","GO:0045103","VIME",1,"BP"
"interphotoreceptor matrix","GO:0033165","CSPG2",1,"CC"
"intestinal absorption","GO:0050892","CD36",1,"BP"
"intestinal cholesterol absorption","GO:0030299","CD36",1,"BP"
"intracellular membrane-bounded organelle","GO:0043231","TERA",1,"CC"
"intracellular monoatomic ion homeostasis","GO:0006873","B3AT",1,"BP"
"intracellular nitric oxide homeostasis","GO:0033484","CAV1",1,"BP"
"intracellular signal transduction","GO:0035556","CAP7",1,"BP"
"intracellular sphingolipid homeostasis","GO:0090156","RTN4",1,"BP"
"intracellular vesicle","GO:0097708","CO6A1",1,"CC"
"isomerase activity","GO:0016853","KATL2",1,"MF"
"katanin complex","GO:0008352","KATL2",1,"CC"
"keratin filament binding","GO:1990254","VIME",1,"MF"
"keratinization","GO:0031424","K2C1",1,"BP"
"kidney development","GO:0001822","CATA",1,"BP"
"killing of cells of another organism","GO:0031640","TRFL",1,"BP"
"lactation","GO:0007595","CAV1",1,"BP"
"lamellipodium","GO:0030027","ACTH",1,"CC"
"laminin binding","GO:0043236","NID1",1,"MF"
"laminin complex","GO:0043256","LAMB1",1,"CC"
"laminin-1 binding","GO:0043237","NID1",1,"MF"
"laminin-11 complex","GO:0043260","LAMC1",1,"CC"
"laminin-2 complex","GO:0005607","LAMB1",1,"CC"
"laminin-8 complex","GO:0043257","LAMB1",1,"CC"
"late endosome","GO:0005770","CD63",1,"CC"
"lens development in camera-type eye","GO:0002088","CRYAB",1,"BP"
"leukocyte migration","GO:0050900","ELNE",1,"BP"
"ligand-gated monoatomic ion channel activity","GO:0015276","ANXA6",1,"MF"
"ligase activity","GO:0016874","ACSL1",1,"MF"
"linoleic acid metabolic process","GO:0043651","ACSL1",1,"BP"
"lipid transport across blood-brain barrier","GO:1990379","CD36",1,"BP"
"lipid transporter activity","GO:0005319","APOF",1,"MF"
"lipoprotein particle binding","GO:0071813","CD36",1,"MF"
"lipoprotein transport","GO:0042953","CD36",1,"BP"
"lipoteichoic acid immune receptor activity","GO:0070892","CD36",1,"MF"
"liver regeneration","GO:0097421","VTNC",1,"BP"
"long-chain fatty acid import across plasma membrane","GO:0015911","CD36",1,"BP"
"long-chain fatty acid metabolic process","GO:0001676","ACSL1",1,"BP"
"long-chain fatty acid transmembrane transporter activity","GO:0005324","CD36",1,"MF"
"long-chain fatty acid transport","GO:0015909","CD36",1,"BP"
"long-chain fatty acid-CoA ligase activity","GO:0004467","ACSL1",1,"MF"
"long-chain fatty-acyl-CoA biosynthetic process","GO:0035338","ACSL1",1,"BP"
"low-density lipoprotein particle","GO:0034362","APOF",1,"CC"
"low-density lipoprotein particle binding","GO:0030169","CD36",1,"MF"
"low-density lipoprotein particle clearance","GO:0034383","CD36",1,"BP"
"low-density lipoprotein particle mediated signaling","GO:0055096","CD36",1,"BP"
"low-density lipoprotein particle receptor activity","GO:0005041","CD36",1,"MF"
"low-density lipoprotein particle receptor binding","GO:0050750","PGBM",1,"MF"
"low-density lipoprotein particle remodeling","GO:0034374","PERM",1,"BP"
"lung alveolus development","GO:0048286","CO6A1",1,"BP"
"lung epithelial cell differentiation","GO:0060487","CO6A1",1,"BP"
"lung morphogenesis","GO:0060425","CO6A1",1,"BP"
"lyase activity","GO:0016829","FAS",1,"MF"
"mRNA transcription by RNA polymerase II","GO:0042789","ANXA2",1,"BP"
"mRNA transport","GO:0051028","MVP",1,"BP"
"macroautophagy","GO:0016236","TERA",1,"BP"
"macrophage chemotaxis","GO:0048246","CAP7",1,"BP"
"maintenance of blood-brain barrier","GO:0035633","LAMC1",1,"BP"
"maintenance of protein location in cell","GO:0032507","CAV1",1,"BP"
"male germ cell nucleus","GO:0001673","H2AX",1,"CC"
"mammary gland involution","GO:0060056","CAV1",1,"BP"
"meiotic cell cycle","GO:0051321","H2AX",1,"BP"
"meiotic spindle organization","GO:0000212","KATL2",1,"BP"
"membrane depolarization","GO:0051899","CAV1",1,"BP"
"membrane destabilizing activity","GO:0140912","TRFL",1,"MF"
"membrane raft assembly","GO:0001765","ANXA2",1,"BP"
"mesenchyme migration","GO:0090131","ACTH",1,"BP"
"microfilament motor activity","GO:0000146","MYO1C",1,"MF"
"microglial cell activation","GO:0001774","CAP7",1,"BP"
"microtubule organizing center","GO:0005815","VIME",1,"CC"
"microtubule polymerization or depolymerization","GO:0031109","CRYAB",1,"BP"
"microtubule severing","GO:0051013","KATL2",1,"BP"
"midbody","GO:0030496","ANXA2",1,"CC"
"mitochondrial calcium ion homeostasis","GO:0051560","ANXA6",1,"BP"
"mitochondrial depolarization","GO:0051882","CO6A1",1,"BP"
"mitochondrial transmembrane transport","GO:1990542","CO6A1",1,"BP"
"mitochondrion organization","GO:0007005","CO6A1",1,"BP"
"mitotic spindle disassembly","GO:0051228","TERA",1,"BP"
"modification-dependent protein catabolic process","GO:0019941","RS27A",1,"BP"
"modulation by host of viral process","GO:0044788","FAS",1,"BP"
"modulation of chemical synaptic transmission","GO:0050804","RTN4",1,"BP"
"molecular carrier activity","GO:0140104","ALBU",1,"MF"
"monoatomic anion transmembrane transporter activity","GO:0008509","B3AT",1,"MF"
"monoatomic anion transport","GO:0006820","B3AT",1,"BP"
"monoatomic ion transmembrane transport","GO:0034220","ANXA6",1,"BP"
"monocyte differentiation","GO:0030224","FAS",1,"BP"
"monocyte extravasation","GO:0035696","CAP7",1,"BP"
"motile cilium","GO:0031514","ANXA1",1,"CC"
"multicellular organism growth","GO:0035264","H33",1,"BP"
"multicellular organismal locomotion","GO:0071965","CO6A1",1,"BP"
"multivesicular body","GO:0005771","CD63",1,"CC"
"multivesicular body, internal vesicle","GO:0097487","CD63",1,"CC"
"muscle cell apoptotic process","GO:0010657","CO6A1",1,"BP"
"muscle cell cellular homeostasis","GO:0046716","CAV1",1,"BP"
"muscle cell development","GO:0055001","CO6A1",1,"BP"
"muscle cell differentiation","GO:0042692","H33",1,"BP"
"muscle contraction","GO:0006936","CRYAB",1,"BP"
"muscle structure development","GO:0061061","CO6A1",1,"BP"
"muscle system process","GO:0003012","CO6A1",1,"BP"
"myelin sheath adaxonal region","GO:0035749","ANXA2",1,"CC"
"myelination in peripheral nervous system","GO:0022011","CO6A1",1,"BP"
"myoblast migration involved in skeletal muscle regeneration","GO:0014839","ANXA1",1,"BP"
"myosin complex","GO:0016459","MYO1C",1,"CC"
"myosin filament","GO:0032982","ACTH",1,"CC"
"negative regulation by host of viral process","GO:0044793","TRFL",1,"BP"
"negative regulation of ATP-dependent activity","GO:0032780","TRFL",1,"BP"
"negative regulation of BMP signaling pathway","GO:0030514","CAV1",1,"BP"
"negative regulation of DNA-templated transcription","GO:0045892","CRYAB",1,"BP"
"negative regulation of MAPK cascade","GO:0043409","CAV1",1,"BP"
"negative regulation of T cell receptor signaling pathway","GO:0050860","THY1",1,"BP"
"negative regulation of amyloid fibril formation","GO:1905907","CRYAB",1,"BP"
"negative regulation of anoikis","GO:2000811","CAV1",1,"BP"
"negative regulation of autophagy","GO:0010507","FINC",1,"BP"
"negative regulation of axon extension","GO:0030517","RTN4",1,"BP"
"negative regulation of axonogenesis","GO:0050771","THY1",1,"BP"
"negative regulation of blood coagulation","GO:0030195","VTNC",1,"BP"
"negative regulation of canonical Wnt signaling pathway","GO:0090090","CAV1",1,"BP"
"negative regulation of cell cycle G2/M phase transition","GO:1902750","H2AY",1,"BP"
"negative regulation of cell migration","GO:0030336","THY1",1,"BP"
"negative regulation of chemokine production","GO:0032682","ELNE",1,"BP"
"negative regulation of chemotaxis","GO:0050922","ELNE",1,"BP"
"negative regulation of chromosome condensation","GO:1902340","H33",1,"BP"
"negative regulation of coagulation","GO:0050819","ANXA5",1,"BP"
"negative regulation of complement activation, lectin pathway","GO:0001869","A2MG",1,"BP"
"negative regulation of cytokine-mediated signaling pathway","GO:0001960","CAV1",1,"BP"
"negative regulation of endothelial cell migration","GO:0010596","PGS2",1,"BP"
"negative regulation of endothelial cell proliferation","GO:0001937","CAV1",1,"BP"
"negative regulation of epidermal growth factor receptor signaling pathway","GO:0042059","MVP",1,"BP"
"negative regulation of epithelial cell differentiation","GO:0030857","CAV1",1,"BP"
"negative regulation of epithelial cell migration","GO:0010633","CD63",1,"BP"
"negative regulation of exocytosis","GO:0045920","ANXA1",1,"BP"
"negative regulation of ferroptosis","GO:0110076","FRIH",1,"BP"
"negative regulation of fibrinolysis","GO:0051918","VTNC",1,"BP"
"negative regulation of gene expression, epigenetic","GO:0045814","H2AY",1,"BP"
"negative regulation of glycolytic process through fructose-6-phosphate","GO:1904539","B3AT",1,"BP"
"negative regulation of hippo signaling","GO:0035331","TERA",1,"BP"
"negative regulation of hydrogen peroxide catabolic process","GO:2000296","HPT",1,"BP"
"negative regulation of intracellular transport","GO:0032387","CRYAB",1,"BP"
"negative regulation of lipopolysaccharide-mediated signaling pathway","GO:0031665","TRFL",1,"BP"
"negative regulation of metabolic process","GO:0009892","CRYAB",1,"BP"
"negative regulation of mitochondrial depolarization","GO:0051902","ALBU",1,"BP"
"negative regulation of monocyte activation","GO:0150102","FINC",1,"BP"
"negative regulation of necroptotic process","GO:0060546","CAV1",1,"BP"
"negative regulation of neuron projection development","GO:0010977","VIME",1,"BP"
"negative regulation of neuron projection regeneration","GO:0070571","THY1",1,"BP"
"negative regulation of nitric oxide biosynthetic process","GO:0045019","CAV1",1,"BP"
"negative regulation of osteoclast development","GO:2001205","TRFL",1,"BP"
"negative regulation of pinocytosis","GO:0048550","CAV1",1,"BP"
"negative regulation of potassium ion transmembrane transport","GO:1901380","CAV1",1,"BP"
"negative regulation of protein autophosphorylation","GO:0031953","MVP",1,"BP"
"negative regulation of protein kinase activity","GO:0006469","THY1",1,"BP"
"negative regulation of protein localization to chromosome, telomeric region","GO:1904815","H2AY",1,"BP"
"negative regulation of protein tyrosine kinase activity","GO:0061099","MVP",1,"BP"
"negative regulation of protein ubiquitination","GO:0031397","CAV1",1,"BP"
"negative regulation of protein-containing complex assembly","GO:0031333","CRYAB",1,"BP"
"negative regulation of proteolysis","GO:0045861","VTNC",1,"BP"
"negative regulation of reactive oxygen species metabolic process","GO:2000378","CRYAB",1,"BP"
"negative regulation of receptor internalization","GO:0002091","ANXA2",1,"BP"
"negative regulation of receptor signaling pathway via JAK-STAT","GO:0046426","CAV1",1,"BP"
"negative regulation of response to oxidative stress","GO:1902883","H2AY",1,"BP"
"negative regulation of sequestering of calcium ion","GO:0051283","ANXA6",1,"BP"
"negative regulation of signal transduction","GO:0009968","CAV1",1,"BP"
"negative regulation of single-species biofilm formation in or on host organism","GO:1900229","TRFL",1,"BP"
"negative regulation of smoothened signaling pathway","GO:0045879","TERA",1,"BP"
"negative regulation of transcription of nucleolar large rRNA by RNA polymerase I","GO:1901837","H2AY",1,"BP"
"negative regulation of transforming growth factor beta production","GO:0071635","FINC",1,"BP"
"negative regulation of tumor necrosis factor (ligand) superfamily member 11 production","GO:2000308","TRFL",1,"BP"
"negative regulation of urine volume","GO:0035811","B3AT",1,"BP"
"negative regulation of vascular endothelial growth factor signaling pathway","GO:1900747","PGS2",1,"BP"
"negative regulation of vasculogenesis","GO:2001213","RTN4",1,"BP"
"negative regulation of viral genome replication","GO:0045071","TRFL",1,"BP"
"negative regulation of viral process","GO:0048525","TRFL",1,"BP"
"nervous system process","GO:0050877","CO6A1",1,"BP"
"neural crest cell migration involved in autonomic nervous system development","GO:1901166","FINC",1,"BP"
"neuronal-glial interaction involved in cerebral cortex radial glia guided migration","GO:0021812","LAMB1",1,"BP"
"neutrophil clearance","GO:0097350","ANXA1",1,"BP"
"neutrophil differentiation","GO:0030223","FAS",1,"BP"
"neutrophil homeostasis","GO:0001780","ANXA1",1,"BP"
"neutrophil-mediated killing of bacterium","GO:0070944","CAP7",1,"BP"
"neutrophil-mediated killing of fungus","GO:0070947","ELNE",1,"BP"
"neutrophil-mediated killing of gram-negative bacterium","GO:0070945","ELNE",1,"BP"
"nitric oxide biosynthetic process","GO:0006809","CAV1",1,"BP"
"nitric oxide metabolic process","GO:0046209","CAV1",1,"BP"
"nitric-oxide synthase binding","GO:0050998","CAV1",1,"MF"
"nuclear body","GO:0016604","MYO1C",1,"CC"
"nuclear chromosome","GO:0000228","H2AY",1,"CC"
"nuclear envelope","GO:0005635","RTN4",1,"CC"
"nuclear envelope lumen","GO:0005641","TBB5",1,"CC"
"nuclear pore","GO:0005643","MVP",1,"CC"
"nuclear pore complex assembly","GO:0051292","RTN4",1,"BP"
"nuclear speck","GO:0016607","H2AX",1,"CC"
"nucleic acid binding","GO:0003676","EHD2",1,"MF"
"nucleus organization","GO:0006997","H33",1,"BP"
"odontoblast differentiation","GO:0071895","TBB5",1,"BP"
"odontogenesis","GO:0042476","LAMB1",1,"BP"
"oleate transmembrane transporter activity","GO:1901480","CD36",1,"MF"
"oleoyl-CoA ligase activity","GO:0090434","ACSL1",1,"MF"
"oligodendrocyte differentiation","GO:0048709","VTNC",1,"BP"
"oocyte maturation","GO:0001556","H33",1,"BP"
"oogenesis","GO:0048477","H33",1,"BP"
"oxidised low-density lipoprotein particle clearance","GO:0150024","CD36",1,"BP"
"oxidised low-density lipoprotein particle receptor activity","GO:0150025","CD36",1,"MF"
"oxidoreductase activity, acting on peroxide as acceptor","GO:0016684","CATA",1,"MF"
"palmitoyl-CoA ligase activity","GO:0090433","ACSL1",1,"MF"
"patched binding","GO:0005113","CAV1",1,"MF"
"peptidase inhibitor complex","GO:1904090","VTNC",1,"CC"
"pericentric heterochromatin","GO:0005721","H2AY",1,"CC"
"pericentric heterochromatin formation","GO:0031508","H33",1,"BP"
"perikaryon","GO:0043204","CRYAB",1,"CC"
"perineuronal net","GO:0072534","CSPG2",1,"CC"
"peripheral nervous system development","GO:0007422","CO6A1",1,"BP"
"peroxisomal matrix","GO:0005782","CATA",1,"CC"
"phagocytic cup","GO:0001891","ANXA1",1,"CC"
"phagocytosis, engulfment","GO:0006911","CD36",1,"BP"
"phagocytosis, recognition","GO:0006910","CD36",1,"BP"
"phosphatidylinositol-4,5-bisphosphate binding","GO:0005546","ANXA2",1,"MF"
"phospholipase C-activating G protein-coupled receptor signaling pathway","GO:0007200","CAP7",1,"BP"
"phosphopantetheine binding","GO:0031177","FAS",1,"MF"
"photoreceptor outer segment","GO:0001750","CSPG2",1,"CC"
"phytanate-CoA ligase activity","GO:0050197","ACSL1",1,"MF"
"pigment cell differentiation","GO:0050931","CD63",1,"BP"
"pigment granule maturation","GO:0048757","CD63",1,"BP"
"pigmentation","GO:0043473","CD63",1,"BP"
"plasma lipoprotein particle clearance","GO:0034381","CD36",1,"BP"
"plasma membrane bounded cell projection","GO:0120025","MYO1C",1,"CC"
"plasma membrane phospholipid scrambling","GO:0017121","B3AT",1,"BP"
"plasma membrane tubulation","GO:0097320","EHD2",1,"BP"
"platelet alpha granule membrane","GO:0031092","CD36",1,"CC"
"platelet dense granule lumen","GO:0031089","LG3BP",1,"CC"
"platelet dense granule membrane","GO:0031088","CD63",1,"CC"
"platelet-derived growth factor binding","GO:0048407","CO6A1",1,"MF"
"poly-ADP-D-ribose modification-dependent protein binding","GO:0160004","H2AY",1,"MF"
"polysaccharide binding","GO:0030247","VTNC",1,"MF"
"polyubiquitin modification-dependent protein binding","GO:0031593","TERA",1,"MF"
"positive regulation of ATP biosynthetic process","GO:2001171","TERA",1,"BP"
"positive regulation of DNA repair","GO:0045739","H2AX",1,"BP"
"positive regulation of ERAD pathway","GO:1904294","CAV1",1,"BP"
"positive regulation of ERBB3 signaling pathway","GO:1905580","RTN4",1,"BP"
"positive regulation of G1/S transition of mitotic cell cycle","GO:1900087","ANXA1",1,"BP"
"positive regulation of GTPase activity","GO:0043547","THY1",1,"BP"
"positive regulation of MAP kinase activity","GO:0043406","ELNE",1,"BP"
"positive regulation of MAPK cascade","GO:0043410","CD36",1,"BP"
"positive regulation of MHC class II biosynthetic process","GO:0045348","CAP7",1,"BP"
"positive regulation of NF-kappaB transcription factor activity","GO:0051092","TRFL",1,"BP"
"positive regulation of NLRP3 inflammasome complex assembly","GO:1900227","CD36",1,"BP"
"positive regulation of Rac protein signal transduction","GO:0035022","RTN4",1,"BP"
"positive regulation of T cell activation","GO:0050870","THY1",1,"BP"
"positive regulation of T cell proliferation","GO:0042102","ANXA1",1,"BP"
"positive regulation of artery morphogenesis","GO:1905653","RTN4",1,"BP"
"positive regulation of autophagy","GO:0010508","PGS2",1,"BP"
"positive regulation of axon extension","GO:0045773","FINC",1,"BP"
"positive regulation of blood coagulation","GO:0030194","CD36",1,"BP"
"positive regulation of blood microparticle formation","GO:2000334","CD36",1,"BP"
"positive regulation of bone mineralization involved in bone maturation","GO:1900159","TRFL",1,"BP"
"positive regulation of calcium ion transport into cytosol","GO:0010524","CAV1",1,"BP"
"positive regulation of canonical Wnt signaling pathway","GO:0090263","TERA",1,"BP"
"positive regulation of cell division","GO:0051781","CATA",1,"BP"
"positive regulation of cell growth","GO:0030307","H33",1,"BP"
"positive regulation of cell migration involved in sprouting angiogenesis","GO:0090050","ANXA1",1,"BP"
"positive regulation of cell population proliferation","GO:0008284","FINC",1,"BP"
"positive regulation of cell-matrix adhesion","GO:0001954","CD36",1,"BP"
"positive regulation of cellular extravasation","GO:0002693","THY1",1,"BP"
"positive regulation of cellular response to insulin stimulus","GO:1900078","MYO1C",1,"BP"
"positive regulation of chondrocyte proliferation","GO:1902732","TRFL",1,"BP"
"positive regulation of collagen biosynthetic process","GO:0032967","VIME",1,"BP"
"positive regulation of complement-dependent cytotoxicity","GO:1903661","CD5L",1,"BP"
"positive regulation of cytosolic calcium ion concentration","GO:0007204","CD36",1,"BP"
"positive regulation of double-strand break repair via homologous recombination","GO:1905168","H2AX",1,"BP"
"positive regulation of endocytic recycling","GO:2001137","EHD2",1,"BP"
"positive regulation of endocytosis","GO:0045807","CD63",1,"BP"
"positive regulation of endodermal cell differentiation","GO:1903226","H2AY",1,"BP"
"positive regulation of endothelial cell proliferation","GO:0001938","PGBM",1,"BP"
"positive regulation of epithelial cell migration","GO:0010634","RTN4",1,"BP"
"positive regulation of extrinsic apoptotic signaling pathway","GO:2001238","CAV1",1,"BP"
"positive regulation of fibroblast proliferation","GO:0048146","FINC",1,"BP"
"positive regulation of focal adhesion assembly","GO:0051894","THY1",1,"BP"
"positive regulation of gap junction assembly","GO:1903598","CAV1",1,"BP"
"positive regulation of hepatocyte proliferation","GO:2000347","RTN4",1,"BP"
"positive regulation of immune response","GO:0050778","ELNE",1,"BP"
"positive regulation of intracellular signal transduction","GO:1902533","VWF",1,"BP"
"positive regulation of intrinsic apoptotic signaling pathway","GO:2001244","CAV1",1,"BP"
"positive regulation of leukocyte tethering or rolling","GO:1903238","ELNE",1,"BP"
"positive regulation of low-density lipoprotein particle clearance","GO:1905581","ANXA2",1,"BP"
"positive regulation of macroautophagy","GO:0016239","PGS2",1,"BP"
"positive regulation of macrophage migration","GO:1905523","RTN4",1,"BP"
"positive regulation of maintenance of mitotic sister chromatid cohesion","GO:0034184","H2AY",1,"BP"
"positive regulation of mammary gland epithelial cell proliferation","GO:0033601","RTN4",1,"BP"
"positive regulation of mitochondrial depolarization","GO:0051901","PGS2",1,"BP"
"positive regulation of mitochondrial fission","GO:0090141","PGS2",1,"BP"
"positive regulation of myoblast fusion","GO:1901741","EHD2",1,"BP"
"positive regulation of neutrophil apoptotic process","GO:0033031","ANXA1",1,"BP"
"positive regulation of neutrophil migration","GO:1902624","RTN4",1,"BP"
"positive regulation of non-canonical NF-kappaB signal transduction","GO:1901224","TERA",1,"BP"
"positive regulation of osteoblast proliferation","GO:0033690","TRFL",1,"BP"
"positive regulation of oxidative phosphorylation","GO:1903862","TERA",1,"BP"
"positive regulation of phagocytosis","GO:0050766","CAP7",1,"BP"
"positive regulation of phagocytosis, engulfment","GO:0060100","CD36",1,"BP"
"positive regulation of plasma membrane repair","GO:1905686","ANXA2",1,"BP"
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","GO:0032436","TERA",1,"BP"
"positive regulation of protein K63-linked deubiquitination","GO:1903006","TERA",1,"BP"
"positive regulation of protein catabolic process","GO:0045732","TERA",1,"BP"
"positive regulation of protein localization to endoplasmic reticulum","GO:1905552","RTN4",1,"BP"
"positive regulation of protein localization to plasma membrane","GO:1903078","CD36",1,"BP"
"positive regulation of protein serine/threonine kinase activity","GO:0071902","TRFL",1,"BP"
"positive regulation of protein targeting to membrane","GO:0090314","MYO1C",1,"BP"
"positive regulation of protein ubiquitination","GO:0031398","CAV1",1,"BP"
"positive regulation of protein-containing complex assembly","GO:0031334","TERA",1,"BP"
"positive regulation of reactive oxygen species biosynthetic process","GO:1903428","CD36",1,"BP"
"positive regulation of reactive oxygen species metabolic process","GO:2000379","CD36",1,"BP"
"positive regulation of receptor internalization","GO:0002092","CD63",1,"BP"
"positive regulation of receptor recycling","GO:0001921","ANXA2",1,"BP"
"positive regulation of receptor-mediated endocytosis","GO:0048260","VTNC",1,"BP"
"positive regulation of receptor-mediated endocytosis involved in cholesterol transport","GO:1905602","ANXA2",1,"BP"
"positive regulation of release of sequestered calcium ion into cytosol","GO:0051281","THY1",1,"BP"
"positive regulation of response to oxidative stress","GO:1902884","H2AY",1,"BP"
"positive regulation of smooth muscle cell migration","GO:0014911","VTNC",1,"BP"
"positive regulation of smooth muscle cell proliferation","GO:0048661","ELNE",1,"BP"
"positive regulation of substrate-dependent cell migration, cell attachment to substrate","GO:1904237","FINC",1,"BP"
"positive regulation of toll-like receptor 4 signaling pathway","GO:0034145","TRFL",1,"BP"
"positive regulation of toll-like receptor 9 signaling pathway","GO:0034165","RTN4",1,"BP"
"positive regulation of transcription by RNA polymerase I","GO:0045943","MYO1C",1,"BP"
"positive regulation of ubiquitin-dependent protein catabolic process","GO:2000060","TERA",1,"BP"
"positive regulation of vacuole organization","GO:0044090","ANXA2",1,"BP"
"positive regulation of vascular endothelial growth factor receptor signaling pathway","GO:0030949","VTNC",1,"BP"
"positive regulation of vascular endothelial growth factor signaling pathway","GO:1900748","VTNC",1,"BP"
"post-transcriptional regulation of gene expression","GO:0010608","CAV1",1,"BP"
"presynapse","GO:0098793","THY1",1,"CC"
"primary methylamine oxidase activity","GO:0008131","AOC3",1,"MF"
"promoter-specific chromatin binding","GO:1990841","H2AY",1,"MF"
"protein activation cascade","GO:0072376","MVP",1,"BP"
"protein catabolic process","GO:0030163","ELNE",1,"BP"
"protein folding","GO:0006457","CRYAB",1,"BP"
"protein localization","GO:0008104","CAV1",1,"BP"
"protein localization to CENP-A containing chromatin","GO:0061644","H4",1,"BP"
"protein localization to basolateral plasma membrane","GO:1903361","CAV1",1,"BP"
"protein localization to lysosome","GO:0061462","RTN4",1,"BP"
"protein localization to plasma membrane raft","GO:0044860","CAV1",1,"BP"
"protein localization to site of double-strand break","GO:1990166","H2AX",1,"BP"
"protein maturation","GO:0051604","CAP7",1,"BP"
"protein secretion","GO:0009306","FIBG",1,"BP"
"protein serine/threonine kinase inhibitor activity","GO:0030291","H2AY",1,"MF"
"protein tag activity","GO:0031386","RS27A",1,"MF"
"protein targeting to membrane","GO:0006612","MYO1C",1,"BP"
"protein tetramerization","GO:0051262","CO6A1",1,"BP"
"protein tyrosine kinase inhibitor activity","GO:0030292","CAV1",1,"MF"
"protein tyrosine phosphatase activator activity","GO:0008160","CSPG2",1,"MF"
"protein-membrane adaptor activity","GO:0043495","B3AT",1,"MF"
"purine ribonucleoside triphosphate binding","GO:0035639","PSA6",1,"MF"
"pyridoxal phosphate binding","GO:0030170","ALBU",1,"MF"
"pyroptotic inflammatory response","GO:0070269","ELNE",1,"BP"
"quinone binding","GO:0048038","AOC3",1,"MF"
"rDNA binding","GO:0000182","H2AY",1,"MF"
"reactive oxygen species metabolic process","GO:0072593","CO6A1",1,"BP"
"receptor clustering","GO:0043113","THY1",1,"BP"
"receptor complex","GO:0043235","CD36",1,"CC"
"receptor ligand activity","GO:0048018","FINC",1,"MF"
"receptor-mediated endocytosis of virus by host cell","GO:0019065","CAV1",1,"BP"
"recycling endosome","GO:0055037","TRFL",1,"CC"
"recycling endosome membrane","GO:0055038","EHD2",1,"CC"
"reduction of food intake in response to dietary excess","GO:0002023","CO6A1",1,"BP"
"regulation of NAD metabolic process","GO:1902688","H2AY",1,"BP"
"regulation of action potential","GO:0098900","CD36",1,"BP"
"regulation of aerobic respiration","GO:1903715","TERA",1,"BP"
"regulation of angiogenesis","GO:0045765","K2C1",1,"BP"
"regulation of bicellular tight junction assembly","GO:2000810","MYO1C",1,"BP"
"regulation of blood coagulation","GO:0030193","CAV1",1,"BP"
"regulation of blood pressure","GO:0008217","HBB",1,"BP"
"regulation of branching morphogenesis of a nerve","GO:2000172","RTN4",1,"BP"
"regulation of cardiac muscle cell action potential involved in regulation of contraction","GO:0098909","CAV1",1,"BP"
"regulation of cell communication by electrical coupling involved in cardiac conduction","GO:1901844","CAV1",1,"BP"
"regulation of cell population proliferation","GO:0042127","ANXA1",1,"BP"
"regulation of cell size","GO:0008361","CO6A1",1,"BP"
"regulation of cell-matrix adhesion","GO:0001952","THY1",1,"BP"
"regulation of centromere complex assembly","GO:0090230","H33",1,"BP"
"regulation of collagen fibril organization","GO:1904026","CO6A1",1,"BP"
"regulation of complement activation","GO:0030449","CD5L",1,"BP"
"regulation of cytokine production","GO:0001817","TRFL",1,"BP"
"regulation of cytosolic calcium ion concentration","GO:0051480","CAV1",1,"BP"
"regulation of embryonic development","GO:0045995","LAMA4",1,"BP"
"regulation of entry of bacterium into host cell","GO:2000535","CAV1",1,"BP"
"regulation of fatty acid metabolic process","GO:0019217","CAV1",1,"BP"
"regulation of heart rate by cardiac conduction","GO:0086091","CAV1",1,"BP"
"regulation of hormone secretion","GO:0046883","ANXA1",1,"BP"
"regulation of immune system process","GO:0002682","THY1",1,"BP"
